Target: abortion Text: With that I would like to give everyone something to contemplate .,NoArgument
"Target: abortion Text: Do not judge , or you may be judged yourself .",NoArgument
"Target: abortion Text: Results have varied from poll to poll , country to country , and region to region , while varying with regard to different aspects of the issue .",NoArgument
"Target: abortion Text: Additionally , about 15 % of Americans agree that both first - and second-trimester abortions should be permitted , about 29 % say abortion should never be permitted , and 5 % are unsure .",NoArgument
"Target: abortion Text: My personal beliefs aside , the bible tells us plainly that we should not judge each other .",NoArgument
"Target: abortion Text: Not only has the biological development not yet occurred to support pain experience , but the environment after birth , so necessary to the development of pain experience , is also yet to occur .",Argument_for
"Target: abortion Text: Half or more deaths were unreported for women who were undelivered at the time of death , experienced a fetal death or therapeutic abortion , died more than a week after delivery , or died as a result of a cardiovascular disorder "" ( emphasis added ) .",NoArgument
Target: abortion Text: Every parent wants the best for their child .,NoArgument
"Target: abortion Text: The new human zygote has a genetic composition that is absolutely unique from itself , different from any other human that has ever existed , including that of its mother ( thus disproving the claim that what is involved in abortion is merely "" a woman and her body "" ) .",Argument_against
"Target: abortion Text: The difference between breastfeeding in that scenario and blood transfusions is the difference between using your body as a kidney dialysis machine , and gestation and childbirth .",NoArgument
Target: abortion Text: Now our nonprofit really needs your help .,NoArgument
Target: abortion Text: It was something my fianc & I disgusted extensively .,NoArgument
Target: abortion Text: A bill was introduced that would allow abortion only if two doctors certified that the woman 's health was in danger .,NoArgument
"Target: abortion Text: Another criticism is that the argument creates inequalities in the wrongness of killing : as the futures of some people appear to be far more valuable or desirable than the futures of other people , the argument appears to entail that some killings are far more wrong than others , or that some people have a far stronger right to life than others — a conclusion that is taken to be counterintuitive or unacceptable .",NoArgument
"Target: abortion Text: Warren concludes that as the fetus satisfies only one criterion , consciousness ( and this only after it becomes susceptible to pain ) , the fetus is not a person and abortion is therefore morally permissible .",Argument_for
"Target: abortion Text: In other words , a muscle cell is by nature a muscle cell .",NoArgument
Target: abortion Text: Abortions that late into a pregnancy are extremely rare and are often restricted by state laws .,NoArgument
"Target: abortion Text: Now 29 states have done it , and tens of millions of dollars have gone to create a culture where more people , more babies are adopted ... My record is clear .",Argument_against
"Target: abortion Text: It is argued that just as it would not be permissible to refuse temporary accommodation for the guest to protect him from physical harm , it would not be permissible to refuse temporary accommodation of a fetus .",Argument_against
Target: abortion Text: Abortion may lead to future medical problems for the mother .,Argument_against
Target: abortion Text: Abortion gives pregnant women the option to choose not to bring fetuses with profound abnormalities to full term .,Argument_for
Target: abortion Text: 92 % of abortions in America are purely elective -- done on healthy women to end the lives of healthy children .,Argument_against
"Target: abortion Text: ( Rape/incest abortions ac-count for only 1 % of abortions every year according to the Guttmacher Institute , discussed below , and life-saving abortions are similarly rare . )",Argument_against
"Target: abortion Text: Roe-era feminists like Kate Michelman , the former president of NARAL Pro-Choice America , proclaimed abortion to be "" the guarantor of a woman 's right to participate fully in the social and political life of society . """,Argument_for
"Target: abortion Text: In the US , the compelling state interest test has been developed in accordance with the standards of strict scrutiny .",NoArgument
